,MSCI USA,MSCI EUROPE,MSCI EM,MSCI KOREA,MSCI JAPAN
2018-05-18,0.35402962582722514,0.10386626874165472,0.011759282685813742,0.2172370011044002,0.31310782164090634
2018-05-25,0.3680364093447455,0.08949007964378933,0.006194159792046499,0.22884087901285521,0.3074384722065633
2018-06-01,0.3500200073098732,0.08202679320968222,0.005890980742586722,0.24497527850447412,0.3170869402333837
2018-06-08,0.38174998220331424,0.10440809810757647,0.009224389428331644,0.20574942599417642,0.2988681042666012
2018-06-15,0.39815074218316937,0.11742566523328991,0.011377747188085817,0.18376352778999708,0.2892823176054578
2018-06-22,0.3911278111583263,0.11244142196930139,0.01124524533572887,0.19352121430712313,0.29166430722952025
2018-06-29,0.38495512883691196,0.13233385378230228,0.017431524981237467,0.1719072010777143,0.293372291321834
2018-07-06,0.37214100121332083,0.10954450083136476,0.011039261112780472,0.2023540957901415,0.3049211410523924
2018-07-13,0.3979002489334569,0.12170541500632935,0.014851178052974773,0.1824947554814719,0.2830484025257671
2018-07-20,0.39307068036801385,0.114542587573283,0.012965039372072166,0.19245438599365663,0.28696730669297443
2018-07-27,0.3987477621652311,0.11842060824678141,0.01438718014581437,0.1870463014921954,0.28139814794997775
2018-08-03,0.3924014360301277,0.11332795027425978,0.012576230124173624,0.1939926268535815,0.28770175671785736
2018-08-10,0.37946652383079715,0.10178417789338715,0.0073707202702448845,0.2075468240610463,0.3038317539445246
2018-08-17,0.3844094130699446,0.16424093485399746,0.01839229211826486,0.1199512539848883,0.3130061059729048
2018-08-24,0.4095869292189375,0.13014125550905098,0.014565262618233056,0.16516176120756432,0.280544791446214
2018-08-31,0.41438444509314926,0.13576099711299225,0.01628409978538553,0.1575235786761699,0.2760468793323031
2018-09-07,0.30494437525268314,0.16112100613186425,0.039252357097657786,0.17852323062374495,0.31615903089404995
2018-09-14,0.35633272157856877,0.10567309810945714,0.011221521628014892,0.21276347777964827,0.31400918090431085
2018-09-21,0.3936954878680482,0.12159718747415144,0.01576454509883317,0.1851760649897307,0.2837667145692365
2018-09-28,0.4090376452580024,0.13958429908138412,0.017604878601251595,0.15453581268930205,0.27923736437005975
2018-10-05,0.3750757705441666,0.12327776215388082,0.014915554065723506,0.18513277064882172,0.3015981425874074
2018-10-12,0.4373781412913819,0.20442828821117487,0.04987795949838647,0.09358017379208934,0.21473543720696742
2018-10-19,0.45080900748044755,0.1978360910571673,0.03152538083470047,0.07057267025522979,0.24925685037245493
2018-10-26,0.4387120683431437,0.20756646969710216,0.046715016930573124,0.08264293859317699,0.22436350643600408
2018-11-02,0.4248911561295918,0.20449740143610348,0.052346644718246856,0.10047309050646473,0.21779170720959326
2018-11-09,0.4522446164869622,0.21027810397706734,0.03833324642563396,0.06082576969622558,0.238318263414111
2018-11-16,0.4337042800309421,0.20740626839034235,0.051260725414780405,0.09174079082514187,0.21588793533879322
2018-11-23,0.4283889672984751,0.1943901634962512,0.03646284730827502,0.08981234460024236,0.2509456772967563
2018-11-30,0.43376306208356935,0.18961334062530688,0.030652372348208924,0.08680101558465511,0.25917020935825974
2018-12-07,0.38401045556740476,0.1915113201016873,0.06141519658331574,0.14694771299534612,0.21611531475224605
2018-12-14,0.4251740718260596,0.19286673029738258,0.034228948406109745,0.08932516937559665,0.25840508009485136
2018-12-21,0.2601077574911158,0.17234679850539367,0.1071747031213423,0.28473935498787284,0.1756313858942754
2018-12-28,0.19848159096474666,0.16175769775217744,0.18595610356943934,0.44985783546132596,0.003946772252310574
2019-01-04,0.4437082727288172,0.20793421096537804,0.04144437679867916,0.07197159125719123,0.23494154824993432
2019-01-11,0.45226396960034954,0.177751064188288,0.027101214799895957,0.09656264055267613,0.24632111085879052
2019-01-18,0.40588029271258225,0.14992514243438398,0.03318661475802015,0.16421498066400175,0.2467929694310118
2019-01-25,0.39262146705777495,0.17255281092251487,0.05937254194691699,0.17344905736641222,0.20200412270638096
2019-02-01,0.4050947620564797,0.1619894287096368,0.03396991157412619,0.1454122187376184,0.2535336789221389
2019-02-08,0.4051017933229932,0.1351395419818302,0.017227862045535017,0.16227163467342867,0.2802591679762129
2019-02-15,0.4070528065504852,0.14022296394180778,0.0186649424408791,0.15570483126118273,0.2783544558056452
